"Rk","Name","Age","G","PA","AB","R","H","2B","3B","HR","RBI","SB","CS","BB","SO","BA","OBP","SLG","OPS","TB","GDP","HBP","SH","SF","IBB","Team","Year"
14,"Takahiro Iwamoto*",32,10,8,7,0,1,0,0,0,0,0,0,1,2,0.143,0.25,0.143,0.393,1,1,0,0,0,0,"Hiroshima Carp",2018
15,"Kris Johnson*",33,24,53,45,3,4,0,0,0,2,0,0,3,22,0.089,0.146,0.089,0.235,4,2,0,5,0,0,"Hiroshima Carp",2018
16,"Ryosuke Kikuchi",28,139,642,557,85,130,27,1,13,60,10,2,51,111,0.233,0.301,0.355,0.656,198,5,3,30,1,2,"Hiroshima Carp",2018
17,"Tetsuya Kokubo",33,17,28,26,2,8,3,1,0,3,0,0,1,7,0.308,0.357,0.5,0.857,13,0,1,0,0,1,"Hiroshima Carp",2018
18,"Aren Kuri",26,24,37,30,0,2,0,0,0,1,0,0,2,22,0.067,0.125,0.067,0.192,2,1,0,5,0,0,"Hiroshima Carp",2018
19,"Yoshihiro Maru*",29,125,566,432,109,132,22,0,39,97,10,10,130,130,0.306,0.468,0.627,1.096,271,5,3,0,1,8,"Hiroshima Carp",2018
20,"Ryuhei Matsuyama*",32,124,446,397,46,120,25,2,12,74,2,0,42,46,0.302,0.368,0.466,0.834,185,10,2,0,5,4,"Hiroshima Carp",2018
21,"Alejandro Mejia",25,22,44,41,6,11,2,0,3,7,1,1,2,12,0.268,0.318,0.537,0.855,22,2,1,0,0,0,"Hiroshima Carp",2018
22,"Yuki Mima",24,30,38,36,2,5,0,0,0,1,0,0,1,11,0.139,0.162,0.139,0.301,5,2,0,1,0,0,"Hiroshima Carp",2018
23,"Kyohei Nakamura*",29,8,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Hiroshima Carp",2018
24,"Yuta Nakamura",22,9,13,10,1,2,1,0,0,1,0,0,2,3,0.2,0.333,0.3,0.633,3,0,0,1,0,0,"Hiroshima Carp",2018
25,"Ryoma Nishikawa*",23,107,361,327,44,101,22,3,6,46,5,3,27,51,0.309,0.364,0.45,0.814,147,4,2,4,1,3,"Hiroshima Carp",2018
26,"Takayoshi Noma*",25,126,447,405,64,116,14,7,5,46,17,10,30,69,0.286,0.343,0.393,0.736,159,2,6,4,2,0,"Hiroshima Carp",2018
27,"Yusuke Nomura",29,20,46,39,0,4,0,0,0,1,0,0,2,18,0.103,0.146,0.103,0.249,4,1,0,5,0,0,"Hiroshima Carp",2018
28,"Akitake Okada*",24,26,49,43,3,6,0,0,0,3,0,0,1,25,0.14,0.156,0.14,0.295,6,2,0,4,1,0,"Hiroshima Carp",2018
29,"Daichi Osera",27,27,69,57,4,10,2,0,0,9,0,0,3,22,0.175,0.217,0.211,0.427,12,3,0,9,0,0,"Hiroshima Carp",2018
30,"Shogo Sakakura*",20,9,9,8,1,1,1,0,0,1,0,0,1,1,0.125,0.222,0.25,0.472,2,0,0,0,0,0,"Hiroshima Carp",2018
31,"Ko Shimozuru",30,67,89,80,8,21,1,0,4,12,0,1,7,25,0.263,0.322,0.425,0.747,34,5,0,2,0,0,"Hiroshima Carp",2018
32,"Hayato Shoji*",27,12,15,14,1,0,0,0,0,0,0,0,1,2,0,0.067,0,0.067,0,0,0,0,0,0,"Hiroshima Carp",2018
33,"Kaisei Sone*",23,11,22,18,3,5,0,1,0,2,1,0,2,9,0.278,0.381,0.389,0.77,7,0,1,1,0,0,"Hiroshima Carp",2018
34,"Seiya Suzuki",23,124,520,422,86,135,32,2,30,94,4,4,88,116,0.32,0.438,0.618,1.057,261,4,5,0,5,2,"Hiroshima Carp",2018
35,"Hiroki Takahashi",24,6,16,15,1,5,1,0,0,0,0,0,1,4,0.333,0.375,0.4,0.775,6,1,0,0,0,0,"Hiroshima Carp",2018
36,"Koya Takahashi*",19,6,5,5,0,1,0,0,0,0,0,0,0,2,0.2,0.2,0.2,0.4,1,0,0,0,0,0,"Hiroshima Carp",2018
37,"Mikiya Takahashi*",21,9,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"Hiroshima Carp",2018
38,"Kosuke Tanaka*",28,143,675,572,92,150,19,10,10,60,32,13,75,118,0.262,0.362,0.383,0.745,219,6,17,6,5,3,"Hiroshima Carp",2018
39,"Takaya Toda*",25,7,7,7,1,1,0,0,0,0,0,0,0,1,0.143,0.143,0.143,0.286,1,0,0,0,0,0,"Hiroshima Carp",2018
40,"Takashi Uemoto",27,59,13,11,8,1,0,0,0,0,6,2,1,4,0.091,0.167,0.091,0.258,1,0,0,1,0,0,"Hiroshima Carp",2018
41,"Kazuki Yabuta",25,9,9,7,0,1,0,0,0,1,0,0,0,3,0.143,0.143,0.143,0.286,1,0,0,2,0,0,"Hiroshima Carp",2018
1,"Ryo Akiyoshi",29,35,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,"Yakult Swallows",2018
2,"Nori Aoki*",36,127,567,495,85,162,37,3,10,67,3,4,51,48,0.327,0.409,0.475,0.884,235,13,19,0,2,1,"Yakult Swallows",2018
3,"Takahiro Araki",30,62,109,87,12,19,3,0,3,21,3,0,13,27,0.218,0.34,0.356,0.696,31,2,4,3,2,0,"Yakult Swallows",2018
4,"Wladimir Balentien",33,142,602,514,72,138,22,0,38,131,1,1,85,121,0.268,0.37,0.533,0.904,274,15,0,0,3,5,"Yakult Swallows",2018
5,"David Buchanan",29,28,59,49,4,6,2,1,0,3,0,0,0,23,0.122,0.14,0.204,0.344,10,1,1,9,0,0,"Yakult Swallows",2018
6,"Matt Carasiti",26,32,27,26,6,7,1,1,1,5,0,0,0,13,0.269,0.269,0.5,0.769,13,0,0,1,0,0,"Yakult Swallows",2018
7,"Ryota Fujii*",29,38,59,51,10,14,2,0,0,4,1,3,5,12,0.275,0.351,0.314,0.665,16,0,1,2,0,0,"Yakult Swallows",2018
8,"Masato Furuno",31,2,3,1,1,0,0,0,0,0,0,0,1,1,0,0.5,0,0.5,0,0,0,1,0,0,"Yakult Swallows",2018
9,"Juri Hara",24,30,36,34,5,6,1,0,0,2,0,0,0,14,0.176,0.176,0.206,0.382,7,0,0,2,0,0,"Yakult Swallows",2018
10,"Kazuhiro Hatakeyama",35,75,155,129,9,32,6,0,5,27,0,0,26,23,0.248,0.374,0.411,0.785,53,4,0,0,0,1,"Yakult Swallows",2018
11,"Taishi Hirooka",21,45,125,115,11,24,6,0,2,10,0,0,5,36,0.209,0.24,0.313,0.553,36,2,0,4,1,0,"Yakult Swallows",2018
12,"Wataru Hiyane",31,4,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yakult Swallows",2018
13,"Tomoya Hoshi",24,18,6,6,0,2,0,0,0,1,0,0,0,2,0.333,0.333,0.333,0.667,2,0,0,0,0,0,"Yakult Swallows",2018
14,"David Huff#",33,35,22,20,0,2,1,0,0,0,0,0,0,13,0.1,0.1,0.15,0.25,3,0,0,2,0,0,"Yakult Swallows",2018
15,"Suguru Ino",34,47,97,90,5,13,3,0,0,4,0,0,5,26,0.144,0.189,0.178,0.367,16,2,0,2,0,0,"Yakult Swallows",2018
16,"Masanori Ishikawa*",38,22,39,31,2,2,0,0,0,0,0,0,2,9,0.065,0.121,0.065,0.186,2,0,0,6,0,0,"Yakult Swallows",2018
17,"Taichi Ishiyama",29,71,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Yakult Swallows",2018
18,"Shingo Kawabata*",30,97,334,297,22,77,9,1,3,31,1,0,32,37,0.259,0.336,0.327,0.663,97,11,3,1,1,2,"Yakult Swallows",2018
19,"Ren Kazahari",25,54,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Yakult Swallows",2018
20,"Yudai Koga",19,7,15,13,1,1,0,0,0,1,0,0,1,2,0.077,0.143,0.077,0.22,1,1,0,1,0,0,"Yakult Swallows",2018
21,"Naoki Matsumoto",24,6,5,5,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"Yakult Swallows",2018
22,"Masayoshi Miwa*",34,25,24,17,2,2,0,0,0,1,0,0,2,4,0.118,0.211,0.118,0.328,2,0,0,5,0,0,"Yakult Swallows",2018
23,"Takeshi Miyamoto*",23,26,48,41,3,9,1,0,0,6,0,0,5,11,0.22,0.298,0.244,0.542,10,1,0,1,1,0,"Yakult Swallows",2018
24,"Munetaka Murakami*",18,6,14,12,1,1,0,0,1,2,0,0,2,5,0.083,0.214,0.333,0.548,4,0,0,0,0,0,"Yakult Swallows",2018
25,"Yuhei Nakamura",28,123,401,341,32,72,9,1,5,26,2,0,31,39,0.211,0.285,0.287,0.572,98,7,5,22,2,3,"Yakult Swallows",2018
26,"Akihisa Nishida",26,4,7,7,1,1,0,0,0,0,0,0,0,2,0.143,0.143,0.143,0.286,1,0,0,0,0,0,"Yakult Swallows",2018
27,"Naomichi Nishiura",27,138,550,479,57,116,28,0,10,55,1,2,40,88,0.242,0.309,0.363,0.673,174,10,8,20,3,1,"Yakult Swallows",2018
28,"Keiji Obiki",34,47,136,123,15,43,5,0,5,15,0,2,10,30,0.35,0.398,0.512,0.911,63,3,0,3,0,2,"Yakult Swallows",2018
29,"Yasuhiro Ogawa",28,18,36,33,0,4,0,0,0,1,0,0,3,12,0.121,0.194,0.121,0.316,4,0,0,0,0,0,"Yakult Swallows",2018
30,"Nobuyuki Okumura*",23,32,46,41,6,9,1,0,1,4,0,0,3,10,0.22,0.267,0.317,0.584,13,0,0,1,1,0,"Yakult Swallows",2018
31,"Hajime Omura*",26,9,10,8,1,1,1,0,0,0,0,0,2,4,0.125,0.3,0.25,0.55,2,0,0,0,0,0,"Yakult Swallows",2018
32,"Yuma Oshita*",25,25,7,4,1,0,0,0,0,0,0,0,1,1,0,0.2,0,0.2,0,0,0,2,0,0,"Yakult Swallows",2018
33,"Tomotaka Sakaguchi*",33,139,595,508,64,161,22,4,3,37,9,7,75,60,0.317,0.406,0.394,0.8,200,15,3,7,2,5,"Yakult Swallows",2018
34,"Yoshinori Sato*",28,7,10,10,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,"Yakult Swallows",2018
35,"Yasutaka Shiomi",25,16,26,25,1,1,1,0,0,0,0,0,1,7,0.04,0.077,0.08,0.157,2,0,0,0,0,0,"Yakult Swallows",2018
36,"Keiji Takahashi*",21,3,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"Yakult Swallows",2018
37,"Yuhei Takai*",34,125,482,446,50,142,19,1,11,67,6,1,33,62,0.318,0.365,0.439,0.805,196,13,1,0,2,5,"Yakult Swallows",2018
38,"Shinichi Takeuchi*",34,15,16,14,2,4,1,0,1,3,0,0,2,2,0.286,0.375,0.571,0.946,8,0,0,0,0,0,"Yakult Swallows",2018
39,"Shotaro Tashiro*",28,73,36,31,16,10,0,0,1,2,4,3,4,9,0.323,0.4,0.419,0.819,13,0,0,1,0,0,"Yakult Swallows",2018
40,"Shohei Tateyama",37,5,5,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,"Yakult Swallows",2018
41,"Tsuyoshi Ueda*",29,102,101,85,17,19,5,0,1,7,2,1,8,12,0.224,0.298,0.318,0.616,27,1,1,7,0,0,"Yakult Swallows",2018
42,"Atsushi Ugumori",31,19,20,17,1,5,1,0,0,3,0,0,1,5,0.294,0.3,0.353,0.653,6,1,0,0,2,0,"Yakult Swallows",2018
43,"Ryota Yachi",27,36,46,45,5,10,3,0,0,7,0,0,0,9,0.222,0.217,0.289,0.506,13,1,0,0,1,0,"Yakult Swallows",2018
44,"Hiroki Yamada*",29,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"Yakult Swallows",2018
45,"Tetsuto Yamada",25,140,637,524,130,165,30,4,34,89,33,4,106,119,0.315,0.432,0.582,1.014,305,8,4,0,3,5,"Yakult Swallows",2018
46,"Hirofumi Yamanaka",32,11,10,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,"Yakult Swallows",2018
