"Rk","Name","Age","G","PA","AB","R","H","2B","3B","HR","RBI","SB","CS","BB","SO","BA","OBP","SLG","OPS","TB","GDP","HBP","SH","SF","IBB","Team","Year"
40,"Tetsuto Yamada",24,143,624,526,79,130,25,1,24,78,14,4,91,132,0.247,0.364,0.435,0.799,229,15,6,0,1,1,"Yakult Swallows",2017
41,"Tetsuya Yamamoto",31,32,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Yakult Swallows",2017
42,"Hirofumi Yamanaka",31,13,24,18,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,"Yakult Swallows",2017
43,"Kotaro Yamasaki*",23,59,246,219,30,53,10,2,1,13,6,5,18,44,0.242,0.3,0.32,0.619,70,3,0,9,0,0,"Yakult Swallows",2017
1,"Sho Aranami*",31,47,65,62,8,14,5,0,0,1,0,0,2,16,0.226,0.262,0.306,0.568,19,1,1,0,0,0,"Yokohama Bay Stars",2017
2,"Kakeru Ayabe",20,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Yokohama Bay Stars",2017
3,"Audy Ciriaco",30,12,28,27,1,2,1,0,0,0,0,0,1,10,0.074,0.107,0.111,0.218,3,0,0,0,0,0,"Yokohama Bay Stars",2017
4,"Edwin Escobar*",25,27,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"Yokohama Bay Stars",2017
5,"Taketoshi Goto",37,26,29,26,0,3,1,0,0,3,0,0,3,7,0.115,0.207,0.154,0.361,4,1,0,0,0,0,"Yokohama Bay Stars",2017
6,"Haruhiro Hamaguchi*",22,22,40,34,1,2,0,0,0,0,0,0,1,19,0.059,0.086,0.059,0.145,2,0,0,5,0,0,"Yokohama Bay Stars",2017
7,"Elian Herrera#",32,25,62,56,9,14,1,0,1,1,0,0,6,22,0.25,0.323,0.321,0.644,18,2,0,0,0,0,"Yokohama Bay Stars",2017
8,"Seiya Hosokawa",18,2,6,5,2,2,0,0,2,4,0,0,1,3,0.4,0.5,1.6,2.1,8,0,0,0,0,0,"Yokohama Bay Stars",2017
9,"Satoshi Iizuka*",20,9,15,13,0,1,0,0,0,0,0,0,0,11,0.077,0.077,0.077,0.154,1,0,0,2,0,0,"Yokohama Bay Stars",2017
10,"Shota Imanaga*",23,24,49,43,2,6,0,0,0,0,0,0,2,18,0.14,0.178,0.14,0.317,6,0,0,4,0,0,"Yokohama Bay Stars",2017
11,"Shoichi Ino",31,25,51,45,2,4,0,0,0,2,0,0,1,24,0.089,0.109,0.089,0.198,4,1,0,5,0,0,"Yokohama Bay Stars",2017
12,"Kenta Ishida*",24,18,44,36,5,6,0,0,0,1,0,0,1,15,0.167,0.189,0.167,0.356,6,0,0,7,0,0,"Yokohama Bay Stars",2017
13,"Takehiro Ishikawa*",30,63,192,167,18,41,7,0,2,11,1,1,12,41,0.246,0.306,0.323,0.63,54,4,4,6,3,0,"Yokohama Bay Stars",2017
14,"Takayuki Kajitani*",28,137,578,511,83,124,27,2,21,60,21,3,62,157,0.243,0.327,0.427,0.754,218,10,3,0,2,2,"Yokohama Bay Stars",2017
15,"Phil Klein",28,7,12,9,0,1,0,0,0,2,0,0,0,6,0.111,0.111,0.111,0.222,1,0,0,3,0,0,"Yokohama Bay Stars",2017
16,"Yasutomo Kubo",36,7,14,14,0,1,0,0,0,0,0,0,0,9,0.071,0.071,0.071,0.143,1,0,0,0,0,0,"Yokohama Bay Stars",2017
17,"Kento Kumabara*",23,4,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,"Yokohama Bay Stars",2017
18,"Toshihiko Kuramoto*",26,143,539,507,49,133,27,1,2,50,3,1,18,102,0.262,0.292,0.331,0.624,168,10,4,9,1,0,"Yokohama Bay Stars",2017
19,"Masayuki Kuwahara",23,143,664,598,87,161,38,5,13,52,10,11,45,116,0.269,0.332,0.415,0.747,248,8,11,10,0,0,"Yokohama Bay Stars",2017
20,"Jose Lopez",33,142,606,569,72,171,42,0,30,105,0,0,27,80,0.301,0.33,0.533,0.863,303,14,2,0,8,0,"Yokohama Bay Stars",2017
21,"Hyuma Matsui",26,3,5,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yokohama Bay Stars",2017
22,"Keijiro Matsumoto*",31,13,14,12,1,3,0,0,0,0,0,0,0,2,0.25,0.357,0.25,0.607,3,0,2,0,0,0,"Yokohama Bay Stars",2017
23,"Hiroki Minei#",26,52,135,121,14,30,3,1,3,12,0,0,4,35,0.248,0.305,0.364,0.669,44,3,6,4,0,0,"Yokohama Bay Stars",2017
24,"Kazuki Mishima#",27,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yokohama Bay Stars",2017
25,"Toshiro Miyazaki",28,128,523,480,53,155,28,1,15,62,0,0,38,47,0.323,0.377,0.479,0.856,230,23,4,0,1,1,"Yokohama Bay Stars",2017
26,"Koya Mizuno",23,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Yokohama Bay Stars",2017
27,"Masashi Nishimori#",29,8,3,3,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,"Yokohama Bay Stars",2017
28,"Yuya Onaka*",22,11,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"Yokohama Bay Stars",2017
29,"Tomo Otosaka*",23,83,66,63,7,12,3,0,2,3,0,0,1,13,0.19,0.215,0.333,0.549,21,0,1,1,0,0,"Yokohama Bay Stars",2017
30,"Keita Sano*",22,18,24,21,1,2,1,0,0,1,0,0,3,5,0.095,0.208,0.143,0.351,3,0,0,0,0,0,"Yokohama Bay Stars",2017
31,"Taiki Sekine*",22,29,20,19,4,3,0,0,0,1,0,0,1,5,0.158,0.2,0.158,0.358,3,0,0,0,0,0,"Yokohama Bay Stars",2017
32,"Tatsuhiro Shibata*",23,88,248,215,25,50,8,0,1,11,1,1,17,50,0.233,0.295,0.284,0.579,61,2,3,11,2,0,"Yokohama Bay Stars",2017
33,"Tatsuya Shimozono*",32,8,11,10,0,1,0,0,0,0,0,0,1,2,0.1,0.182,0.1,0.282,1,1,0,0,0,0,"Yokohama Bay Stars",2017
34,"Naoki Shirane",24,12,13,13,2,3,0,0,1,2,0,0,0,2,0.231,0.231,0.462,0.692,6,0,0,0,0,0,"Yokohama Bay Stars",2017
35,"Hiroyuki Shirasaki",26,34,55,54,5,10,3,0,0,4,0,0,1,19,0.185,0.2,0.241,0.441,13,0,0,0,0,0,"Yokohama Bay Stars",2017
36,"Kentaro Taira",21,4,4,4,0,1,0,0,0,0,0,0,0,2,0.25,0.25,0.25,0.5,1,0,0,0,0,0,"Yokohama Bay Stars",2017
37,"Shuto Takajo",24,29,61,56,11,14,0,3,0,4,0,1,3,15,0.25,0.288,0.357,0.645,20,1,0,2,0,0,"Yokohama Bay Stars",2017
38,"Hiroyasu Tanaka",35,66,175,154,15,31,3,1,1,20,2,0,11,25,0.201,0.263,0.253,0.517,39,4,2,8,0,0,"Yokohama Bay Stars",2017
39,"Yasutaka Tobashira*",27,112,363,336,25,72,13,0,9,52,0,0,19,59,0.214,0.255,0.333,0.588,112,9,0,6,2,0,"Yokohama Bay Stars",2017
40,"Yoshitomo Tsutsugo*",25,139,601,503,85,143,31,0,28,94,1,0,93,115,0.284,0.396,0.513,0.909,258,7,2,0,3,3,"Yokohama Bay Stars",2017
41,"Joe Wieland",27,21,54,48,5,11,1,0,3,12,0,0,4,21,0.229,0.302,0.438,0.739,21,0,1,1,0,0,"Yokohama Bay Stars",2017
42,"Koki Yamashita*",24,21,21,21,3,3,2,0,0,0,0,0,0,6,0.143,0.143,0.238,0.381,5,0,0,0,0,0,"Yokohama Bay Stars",2017
1,"Shinnosuke Abe*",38,129,512,455,41,119,13,0,15,76,0,1,41,67,0.262,0.329,0.389,0.718,177,13,8,1,7,1,"Yomiuri Giants",2017
2,"Ryoji Aikawa",40,29,40,38,0,6,1,0,0,3,0,0,1,9,0.158,0.175,0.184,0.359,7,1,0,0,1,0,"Yomiuri Giants",2017
3,"Arquimedes Caminero",30,57,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yomiuri Giants",2017
4,"Hisayoshi Chono",32,134,516,463,52,121,20,3,16,46,6,0,46,98,0.261,0.334,0.421,0.755,195,17,5,1,1,2,"Yomiuri Giants",2017
5,"Luis Cruz",33,9,33,32,2,5,1,0,0,3,0,0,0,3,0.156,0.152,0.188,0.339,6,1,0,0,1,0,"Yomiuri Giants",2017
6,"Itaru Hashimoto*",27,78,139,120,19,32,7,1,1,6,3,2,11,30,0.267,0.331,0.367,0.697,44,2,1,6,1,0,"Yomiuri Giants",2017
7,"Seishu Hatake*",23,13,26,24,0,1,0,0,0,1,0,0,1,19,0.042,0.08,0.042,0.122,1,1,0,1,0,0,"Yomiuri Giants",2017
8,"Nobutaka Imamura*",23,3,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0,0,0,"Yomiuri Giants",2017
9,"Shingo Ishikawa",24,99,251,236,21,57,12,3,5,20,2,0,13,51,0.242,0.287,0.381,0.668,90,8,2,0,0,0,"Yomiuri Giants",2017
10,"Yoshiyuki Kamei*",34,109,277,247,20,62,16,0,6,47,1,0,27,38,0.251,0.325,0.389,0.714,96,4,1,0,2,1,"Yomiuri Giants",2017
11,"Seiji Kobayashi",28,138,443,378,25,78,11,1,2,27,2,0,41,64,0.206,0.285,0.257,0.542,97,12,2,19,3,4,"Yomiuri Giants",2017
12,"Casey McGehee",34,139,586,523,67,165,48,1,18,77,4,1,58,107,0.315,0.382,0.514,0.897,269,20,1,0,4,4,"Yomiuri Giants",2017
13,"Miles Mikolas",28,27,67,64,3,7,2,0,1,4,0,0,0,37,0.109,0.109,0.188,0.297,12,0,0,3,0,0,"Yomiuri Giants",2017
14,"Ryosuke Miyaguni",25,17,15,14,0,1,0,0,0,1,0,0,0,5,0.071,0.071,0.071,0.143,1,0,0,1,0,0,"Yomiuri Giants",2017
15,"Shuichi Murata",36,118,424,381,41,100,19,0,14,58,0,0,34,63,0.262,0.331,0.423,0.754,161,15,6,1,2,0,"Yomiuri Giants",2017
16,"Kota Nakagawa*",23,18,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Yomiuri Giants",2017
17,"Daisuke Nakai",27,90,254,229,32,57,12,1,5,15,2,1,19,44,0.249,0.308,0.376,0.684,86,5,1,4,1,0,"Yomiuri Giants",2017
18,"Kentaro Nishimura",32,45,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Yomiuri Giants",2017
19,"Kazuma Okamoto",21,15,35,31,2,6,1,0,0,2,0,0,4,10,0.194,0.286,0.226,0.512,7,0,0,0,0,0,"Yomiuri Giants",2017
20,"Kan Otake",34,13,26,19,0,0,0,0,0,1,0,0,1,13,0,0.05,0,0.05,0,0,0,6,0,0,"Yomiuri Giants",2017
21,"Hayato Sakamoto",28,142,614,539,82,157,30,0,15,61,14,6,68,85,0.291,0.372,0.43,0.802,232,16,3,1,3,2,"Yomiuri Giants",2017
22,"Kazunari Sanematsu",36,14,13,8,1,0,0,0,0,0,0,0,2,6,0,0.333,0,0.333,0,0,2,1,0,1,"Yomiuri Giants",2017
23,"Shinnosuke Shigenobu*",24,74,77,70,18,11,4,0,0,2,10,4,6,21,0.157,0.224,0.214,0.438,15,0,0,1,0,0,"Yomiuri Giants",2017
24,"Tomoyuki Sugano",27,25,63,54,4,9,0,0,0,0,0,0,3,13,0.167,0.211,0.167,0.377,9,2,0,6,0,0,"Yomiuri Giants",2017
25,"Kazuto Taguchi*",21,26,58,47,1,4,0,0,0,2,0,0,1,18,0.085,0.104,0.085,0.189,4,0,0,10,0,0,"Yomiuri Giants",2017
26,"Hayato Takagi",27,16,5,5,1,1,0,0,0,0,0,0,0,1,0.2,0.2,0.2,0.4,1,1,0,0,0,0,"Yomiuri Giants",2017
27,"Soichiro Tateoka",27,62,214,197,24,41,3,3,0,10,4,5,11,43,0.208,0.25,0.254,0.504,50,1,0,6,0,0,"Yomiuri Giants",2017
28,"Takayuki Terauchi",34,83,34,25,7,6,3,1,1,6,1,0,3,8,0.24,0.345,0.56,0.905,14,0,1,5,0,0,"Yomiuri Giants",2017
29,"Harutomo Tsuji*",22,18,36,32,3,8,0,0,0,1,1,0,4,7,0.25,0.333,0.25,0.583,8,1,0,0,0,0,"Yomiuri Giants",2017
30,"Shingo Usami*",24,21,45,40,6,14,0,0,4,8,0,0,3,14,0.35,0.422,0.65,1.072,26,0,2,0,0,0,"Yomiuri Giants",2017
31,"Tetsuya Utsumi*",35,12,18,16,1,1,0,0,0,1,0,0,0,9,0.063,0.063,0.063,0.125,1,0,0,2,0,0,"Yomiuri Giants",2017
32,"Ryota Wakiya*",35,52,68,64,7,16,0,0,0,0,0,0,3,14,0.25,0.284,0.25,0.534,16,2,0,1,0,0,"Yomiuri Giants",2017
33,"Shun Yamaguchi",29,4,6,5,0,1,0,0,0,0,0,0,1,3,0.2,0.333,0.2,0.533,1,0,0,0,0,0,"Yomiuri Giants",2017
34,"Yasuhiro Yamamoto",23,29,83,66,8,12,2,0,1,7,1,0,9,18,0.182,0.289,0.258,0.547,17,1,1,7,0,0,"Yomiuri Giants",2017
35,"Dai-Kang Yang",30,87,381,330,46,87,18,1,9,33,4,2,41,80,0.264,0.356,0.406,0.762,134,6,7,2,1,0,"Yomiuri Giants",2017
36,"Mitsuo Yoshikawa*",29,12,9,8,1,1,0,0,0,1,0,0,0,4,0.125,0.125,0.125,0.25,1,0,0,1,0,0,"Yomiuri Giants",2017
37,"Naoki Yoshikawa*",22,5,12,11,1,3,0,0,0,0,1,0,0,2,0.273,0.273,0.273,0.545,3,0,0,1,0,0,"Yomiuri Giants",2017
1,"Kuan-Yu Chen*",26,27,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Chiba Lotte Marines",2017
2,"Matt Duffy",28,54,183,164,15,33,8,1,6,18,0,0,14,61,0.201,0.279,0.372,0.651,61,2,4,0,1,0,"Chiba Lotte Marines",2017
3,"Naoya Emura",25,13,6,6,1,1,0,0,0,0,0,0,0,1,0.167,0.167,0.167,0.333,1,1,0,0,0,0,"Chiba Lotte Marines",2017
4,"Kazuya Fukuura*",41,70,155,134,6,30,7,0,0,18,0,0,18,25,0.224,0.316,0.276,0.592,37,4,1,0,2,0,"Chiba Lotte Marines",2017
5,"Kota Futaki",21,23,3,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,"Chiba Lotte Marines",2017
6,"Ryuzo Hijii*",21,16,21,21,4,5,1,0,0,0,0,0,0,12,0.238,0.238,0.286,0.524,6,0,0,0,0,0,"Chiba Lotte Marines",2017
7,"Taiga Hirasawa*",19,50,129,119,9,21,2,1,1,3,1,0,6,40,0.176,0.222,0.235,0.458,28,1,1,3,0,0,"Chiba Lotte Marines",2017
8,"Kei Hosoya",29,41,106,100,8,19,3,2,2,13,0,0,5,38,0.19,0.229,0.32,0.549,32,2,0,1,0,0,"Chiba Lotte Marines",2017
9,"Tadahito Iguchi",42,65,144,123,9,30,7,0,2,15,0,0,19,27,0.244,0.34,0.35,0.69,43,4,0,0,2,1,"Chiba Lotte Marines",2017
10,"Kentaro Inomoto",26,8,14,14,1,2,1,0,0,2,0,1,0,6,0.143,0.143,0.214,0.357,3,0,0,0,0,0,"Chiba Lotte Marines",2017
11,"Seiya Inoue",27,35,119,113,5,26,7,0,0,11,0,0,5,26,0.23,0.269,0.292,0.561,33,2,1,0,0,0,"Chiba Lotte Marines",2017
12,"Ayumu Ishikawa",29,16,3,1,0,0,0,0,0,0,0,0,1,1,0,0.5,0,0.5,0,0,0,1,0,0,"Chiba Lotte Marines",2017
13,"Shota Ishimine",29,52,117,104,12,18,1,1,0,4,4,0,9,22,0.173,0.239,0.202,0.441,21,1,0,4,0,0,"Chiba Lotte Marines",2017
14,"Tomoya Kakinuma",24,8,9,8,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,"Chiba Lotte Marines",2017
15,"Katsuya Kakunaka*",30,110,452,383,44,103,17,4,8,44,6,1,62,44,0.269,0.375,0.397,0.772,152,6,4,1,2,4,"Chiba Lotte Marines",2017
16,"Takeshi Kanazawa*",33,4,7,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Chiba Lotte Marines",2017
17,"Yuki Karakawa",27,21,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"Chiba Lotte Marines",2017
18,"Shohei Kato#",26,98,292,271,24,72,12,5,5,27,7,4,6,44,0.266,0.282,0.402,0.684,109,2,1,12,2,0,"Chiba Lotte Marines",2017
19,"Kazuya Katsuki*",21,19,42,41,1,8,0,0,0,2,0,0,0,6,0.195,0.195,0.195,0.39,8,1,0,1,0,0,"Chiba Lotte Marines",2017
20,"Ikuhiro Kiyota",31,79,263,231,28,47,8,1,3,21,3,0,24,61,0.203,0.287,0.286,0.573,66,8,3,5,0,0,"Chiba Lotte Marines",2017
21,"Kazuma Mike#",23,4,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Chiba Lotte Marines",2017
22,"Ryo Miki",25,85,229,207,18,50,9,0,2,19,0,1,8,55,0.242,0.277,0.314,0.591,65,1,3,9,2,0,"Chiba Lotte Marines",2017
23,"Shogo Nakamura",25,85,312,280,32,77,13,2,9,32,11,3,20,63,0.275,0.336,0.432,0.768,121,5,6,5,1,1,"Chiba Lotte Marines",2017
24,"Shunichi Nemoto*",33,40,118,109,10,24,7,1,1,9,1,0,6,34,0.22,0.267,0.33,0.598,36,0,1,2,0,0,"Chiba Lotte Marines",2017
25,"Takashi Ogino",31,103,394,356,53,94,22,1,5,24,26,3,25,44,0.264,0.315,0.374,0.689,133,6,2,10,1,0,"Chiba Lotte Marines",2017
26,"Yoshifumi Okada*",32,31,40,33,4,0,0,0,0,0,0,0,5,2,0,0.132,0,0.132,0,0,0,2,0,1,"Chiba Lotte Marines",2017
27,"Takamasa Oki*",25,9,13,13,3,2,0,0,0,0,1,0,0,2,0.154,0.154,0.154,0.308,2,0,0,0,0,0,"Chiba Lotte Marines",2017
28,"Shota Omine",25,91,240,214,15,44,9,2,5,23,1,0,14,56,0.206,0.255,0.336,0.592,72,1,1,9,2,0,"Chiba Lotte Marines",2017
29,"Jimmy Paredes#",28,89,289,269,31,59,9,0,10,26,1,0,16,97,0.219,0.27,0.364,0.634,98,5,3,0,1,0,"Chiba Lotte Marines",2017
30,"Wily Mo Pena",35,70,252,219,24,53,14,0,15,38,0,0,26,72,0.242,0.333,0.511,0.845,112,8,5,0,2,0,"Chiba Lotte Marines",2017
31,"Roel Santos*",29,66,193,180,22,45,10,0,3,8,5,4,7,46,0.25,0.282,0.356,0.637,64,2,1,5,0,0,"Chiba Lotte Marines",2017
32,"Chihaya Sasaki",23,15,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,"Chiba Lotte Marines",2017
33,"Kohei Shibata*",30,17,34,33,2,4,0,0,1,2,1,0,0,9,0.121,0.147,0.212,0.359,7,0,1,0,0,0,"Chiba Lotte Marines",2017
34,"Daichi Suzuki*",27,143,588,508,56,132,27,5,11,52,6,5,55,85,0.26,0.35,0.398,0.748,202,7,18,3,4,1,"Chiba Lotte Marines",2017
35,"Takuya Takahama*",27,28,38,35,1,6,2,0,0,1,0,0,3,6,0.171,0.237,0.229,0.465,8,4,0,0,0,0,"Chiba Lotte Marines",2017
36,"Tatsuhiro Tamura",23,132,359,311,31,77,12,3,3,36,4,2,26,68,0.248,0.304,0.334,0.638,104,7,1,17,4,0,"Chiba Lotte Marines",2017
37,"Hideaki Wakui",31,25,4,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,"Chiba Lotte Marines",2017
38,"Yuta Yoshida",25,61,107,94,10,16,7,0,3,6,0,0,7,30,0.17,0.228,0.34,0.568,32,4,0,6,0,0,"Chiba Lotte Marines",2017
1,"Kenji Akashi*",31,103,339,290,37,81,10,3,1,23,5,6,30,57,0.279,0.346,0.345,0.691,100,3,1,15,3,1,"Fukuoka Softbank Hawks",2017
2,"Kenta Chatani",19,1,2,2,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1,1,0,0,0,0,0,"Fukuoka Softbank Hawks",2017
3,"Alfredo Despaigne",31,136,545,478,66,125,15,0,35,103,3,1,59,119,0.262,0.347,0.513,0.859,245,14,5,0,3,2,"Fukuoka Softbank Hawks",2017
4,"Tomoaki Egawa",30,32,71,67,6,12,3,0,1,5,0,0,2,20,0.179,0.214,0.269,0.483,18,0,1,1,0,0,"Fukuoka Softbank Hawks",2017
5,"Shuhei Fukuda*",28,104,113,104,15,19,2,1,3,16,4,2,6,34,0.183,0.227,0.308,0.535,32,1,0,3,0,0,"Fukuoka Softbank Hawks",2017
6,"Yuya Hasegawa*",32,23,44,37,5,8,1,2,2,7,1,0,7,15,0.216,0.341,0.514,0.854,19,0,0,0,0,0,"Fukuoka Softbank Hawks",2017
7,"Nao Higashihama",27,24,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"Fukuoka Softbank Hawks",2017
8,"Yuichi Honda*",32,62,143,122,12,26,6,0,0,8,3,2,12,20,0.213,0.284,0.262,0.546,32,2,0,9,0,0,"Fukuoka Softbank Hawks",2017
9,"Ryota Igarashi",38,46,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Fukuoka Softbank Hawks",2017
10,"Kenta Imamiya",25,141,623,526,78,139,27,7,14,64,15,4,38,93,0.264,0.317,0.422,0.739,222,12,4,52,3,0,"Fukuoka Softbank Hawks",2017
11,"Syuta Ishikawa",25,34,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"Fukuoka Softbank Hawks",2017
12,"Sho Iwasaki",27,72,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Fukuoka Softbank Hawks",2017
13,"Kyle Jensen",29,6,14,12,2,1,0,0,1,1,0,0,2,9,0.083,0.214,0.333,0.548,4,0,0,0,0,0,"Fukuoka Softbank Hawks",2017
14,"Takuya Kai",24,103,257,207,30,48,8,3,5,18,4,0,26,68,0.232,0.323,0.372,0.695,77,2,2,22,0,1,"Fukuoka Softbank Hawks",2017
15,"Go Kamamoto*",23,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Fukuoka Softbank Hawks",2017
16,"Munenori Kawasaki*",36,42,156,137,22,33,10,0,0,4,0,2,11,37,0.241,0.309,0.314,0.623,43,0,3,4,1,0,"Fukuoka Softbank Hawks",2017
17,"Keizo Kawashima",33,81,137,110,23,29,7,0,5,13,2,2,18,24,0.264,0.374,0.464,0.838,51,1,2,6,1,0,"Fukuoka Softbank Hawks",2017
18,"Shinya Kayama*",27,58,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Fukuoka Softbank Hawks",2017
19,"Ryuma Kidokoro*",31,2,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Fukuoka Softbank Hawks",2017
20,"Ryoya Kurihara*",20,3,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Fukuoka Softbank Hawks",2017
21,"Taisei Makihara*",24,10,3,3,0,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667,1,0,0,0,0,0,"Fukuoka Softbank Hawks",2017
22,"Yusuke Masago",23,9,13,12,2,1,0,0,1,1,0,0,1,2,0.083,0.154,0.333,0.487,4,0,0,0,0,0,"Fukuoka Softbank Hawks",2017
23,"Nobuhiro Matsuda",34,143,577,531,64,140,19,6,24,71,5,2,43,128,0.264,0.319,0.458,0.777,243,16,1,0,2,2,"Fukuoka Softbank Hawks",2017
24,"Yuki Matsumoto*",21,15,6,4,0,1,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,1,0,0,2,0,0,"Fukuoka Softbank Hawks",2017
25,"Akira Nakamura*",27,143,600,511,66,138,19,2,6,42,3,5,67,57,0.27,0.355,0.35,0.705,179,5,3,14,5,0,"Fukuoka Softbank Hawks",2017
26,"Kenichi Nakata",34,18,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Fukuoka Softbank Hawks",2017
27,"Ken Okamoto",24,14,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Fukuoka Softbank Hawks",2017
28,"Kodai Senga*",24,22,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Fukuoka Softbank Hawks",2017
29,"Kaisei Sone*",22,2,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Fukuoka Softbank Hawks",2017
30,"Tomoki Takata*",27,58,130,114,10,26,4,2,2,8,2,0,5,28,0.228,0.273,0.351,0.624,40,0,2,9,0,0,"Fukuoka Softbank Hawks",2017
31,"Hiroaki Takaya*",35,92,195,175,9,36,4,0,1,20,0,1,12,30,0.206,0.258,0.246,0.504,43,1,1,5,2,0,"Fukuoka Softbank Hawks",2017
32,"Masayoshi Tsukada",27,14,27,26,3,4,1,0,2,2,0,0,0,8,0.154,0.185,0.423,0.608,11,1,1,0,0,0,"Fukuoka Softbank Hawks",2017
33,"Shinya Tsuruoka",36,29,32,28,6,9,0,0,3,5,0,0,3,3,0.321,0.387,0.643,1.03,18,1,0,1,0,0,"Fukuoka Softbank Hawks",2017
34,"Seiichi Uchikawa",34,73,300,266,31,79,13,0,12,50,0,1,32,26,0.297,0.37,0.481,0.851,128,9,0,0,2,0,"Fukuoka Softbank Hawks",2017
35,"Seiji Uebayashi*",21,134,453,415,54,108,23,5,13,51,12,12,24,96,0.26,0.302,0.434,0.736,180,3,2,10,2,2,"Fukuoka Softbank Hawks",2017
36,"Rick van den Hurk",32,25,6,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,"Fukuoka Softbank Hawks",2017
37,"Hiroki Yamada*",28,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Fukuoka Softbank Hawks",2017
38,"Ayatsugu Yamashita*",24,1,2,2,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1,1,0,0,0,0,0,"Fukuoka Softbank Hawks",2017
39,"Yuki Yanagita*",28,130,551,448,95,139,30,1,31,99,14,7,89,123,0.31,0.426,0.589,1.016,264,6,7,0,7,8,"Fukuoka Softbank Hawks",2017
40,"Yuki Yoshimura",33,8,19,17,2,3,0,0,2,2,0,0,1,7,0.176,0.263,0.529,0.793,9,1,1,0,0,0,"Fukuoka Softbank Hawks",2017
1,"Kohei Arihara",24,25,4,4,1,1,0,0,0,0,0,0,0,2,0.25,0.25,0.25,0.5,1,0,0,0,0,0,"Hokkaido Nippon Ham Fighters",2017
2,"Daiki Asama*",21,19,44,42,2,7,3,0,0,3,1,0,2,17,0.167,0.205,0.238,0.443,10,1,0,0,0,0,"Hokkaido Nippon Ham Fighters",2017
3,"Yadir Drake",27,35,86,82,4,19,2,0,1,3,0,0,3,22,0.232,0.267,0.293,0.56,24,2,1,0,0,0,"Hokkaido Nippon Ham Fighters",2017
4,"Shota Hiranuma*",19,4,8,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Hokkaido Nippon Ham Fighters",2017
