"Rk","Name","Age","G","PA","AB","R","H","2B","3B","HR","RBI","SB","CS","BB","SO","BA","OBP","SLG","OPS","TB","GDP","HBP","SH","SF","IBB","Team","Year"
27,"Takuya Mitsuma",24,35,3,2,1,0,0,0,0,0,0,0,1,2,0,0.333,0,0.333,0,0,0,0,0,0,"Chunichi Dragons",2017
28,"Taiki Mitsumata",25,8,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Chunichi Dragons",2017
29,"Hayato Mizowaki*",23,12,16,14,1,1,0,0,1,1,0,0,2,5,0.071,0.188,0.286,0.473,4,1,0,0,0,0,"Chunichi Dragons",2017
30,"Masahiko Morino*",38,22,48,41,4,10,2,0,0,1,0,1,5,3,0.244,0.326,0.293,0.619,12,1,0,2,0,0,"Chunichi Dragons",2017
31,"Kei Nomoto*",32,15,35,35,3,7,2,0,0,0,0,0,0,5,0.2,0.2,0.257,0.457,9,2,0,0,0,0,"Chunichi Dragons",2017
32,"Jordan Norberto*",30,18,23,21,0,1,0,0,0,0,0,0,0,10,0.048,0.048,0.048,0.095,1,0,0,2,0,0,"Chunichi Dragons",2017
33,"Shinnosuke Ogasawara*",19,22,37,33,2,1,0,0,0,1,0,0,2,26,0.03,0.086,0.03,0.116,1,0,0,2,0,0,"Chunichi Dragons",2017
34,"Ryosuke Oguma",26,4,5,4,1,1,0,0,0,0,0,0,0,2,0.25,0.25,0.25,0.5,1,0,0,1,0,0,"Chunichi Dragons",2017
35,"Yudai Ono*",28,24,48,40,0,0,0,0,0,1,0,0,0,24,0,0,0,0,0,0,0,8,0,0,"Chunichi Dragons",2017
36,"Yohei Oshima*",31,119,521,476,50,149,20,3,3,29,23,6,37,66,0.313,0.365,0.387,0.752,184,5,4,1,3,0,"Chunichi Dragons",2017
37,"Shota Sugiyama",26,39,83,66,1,6,0,0,0,1,0,0,9,16,0.091,0.218,0.091,0.309,6,1,2,5,1,1,"Chunichi Dragons",2017
38,"Shota Suzuki",22,15,20,18,0,1,0,0,0,1,0,0,0,15,0.056,0.056,0.056,0.111,1,0,0,2,0,0,"Chunichi Dragons",2017
39,"Shinji Tajima",27,63,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Chunichi Dragons",2017
40,"Shuhei Takahashi*",23,41,148,129,12,30,6,0,2,10,0,2,15,31,0.233,0.306,0.326,0.632,42,3,0,1,3,0,"Chunichi Dragons",2017
41,"Shingo Takeyama",33,50,76,66,2,15,1,0,1,7,0,0,7,21,0.227,0.311,0.288,0.599,19,3,1,2,0,0,"Chunichi Dragons",2017
42,"Tetsuya Tani",31,53,100,92,9,20,3,0,2,11,0,1,5,23,0.217,0.255,0.315,0.57,29,0,0,2,1,0,"Chunichi Dragons",2017
43,"Shota Tomonaga*",26,5,17,16,0,4,2,0,0,2,0,1,0,4,0.25,0.294,0.375,0.669,6,0,1,0,0,0,"Chunichi Dragons",2017
44,"Raul Valdes*",39,23,48,44,1,5,1,0,1,5,0,0,1,17,0.114,0.133,0.205,0.338,9,0,0,3,0,0,"Chunichi Dragons",2017
45,"Dayan Viciedo",28,87,367,332,43,83,11,1,18,49,4,0,29,52,0.25,0.319,0.452,0.771,150,10,5,0,1,0,"Chunichi Dragons",2017
46,"Shunta Wakamatsu",22,7,10,8,0,0,0,0,0,0,0,0,1,6,0,0.111,0,0.111,0,1,0,1,0,0,"Chunichi Dragons",2017
47,"Tomoya Yagi*",33,3,3,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,"Chunichi Dragons",2017
48,"Daisuke Yamai",39,2,5,3,2,2,1,0,1,1,0,0,0,1,0.667,0.667,2,2.667,6,0,0,2,0,0,"Chunichi Dragons",2017
49,"Yuya Yanagi",23,11,12,10,0,1,0,0,0,1,0,0,1,4,0.1,0.182,0.1,0.282,1,0,0,1,0,0,"Chunichi Dragons",2017
50,"Kazuki Yoshimi",32,14,24,18,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,6,0,0,"Chunichi Dragons",2017
1,"Takumi Akiyama*",26,25,56,48,3,8,1,0,1,3,0,0,2,20,0.167,0.2,0.25,0.45,12,0,0,6,0,0,"Hanshin Tigers",2017
2,"Koyo Aoyagi",23,12,22,21,0,2,1,0,0,2,0,0,0,7,0.095,0.095,0.143,0.238,3,0,0,1,0,0,"Hanshin Tigers",2017
3,"Ryota Arai",33,17,17,16,1,1,0,0,0,0,0,0,1,3,0.063,0.118,0.063,0.18,1,0,0,0,0,0,"Hanshin Tigers",2017
4,"Fumiya Araki*",29,49,22,17,5,2,0,0,0,0,4,0,2,7,0.118,0.211,0.118,0.328,2,0,0,3,0,0,"Hanshin Tigers",2017
5,"Eric Campbell",30,21,54,47,5,9,2,0,1,5,0,0,7,17,0.191,0.296,0.298,0.594,14,2,0,0,0,0,"Hanshin Tigers",2017
6,"Taiga Egoshi",24,28,18,13,3,1,0,0,0,0,1,0,3,5,0.077,0.333,0.077,0.41,1,0,2,0,0,0,"Hanshin Tigers",2017
7,"Daiki Enokida*",30,3,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0,0,0,"Hanshin Tigers",2017
8,"Kyuji Fujikawa*",36,52,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Hanshin Tigers",2017
9,"Shunsuke Fujikawa",29,74,202,191,26,59,15,1,4,23,1,0,9,33,0.309,0.34,0.461,0.801,88,1,0,2,0,0,"Hanshin Tigers",2017
10,"Shintaro Fujinami",23,11,21,17,1,1,0,0,0,1,0,0,2,13,0.059,0.158,0.059,0.217,1,0,0,2,0,0,"Hanshin Tigers",2017
11,"Kosuke Fukudome*",40,127,526,441,68,116,20,3,18,79,1,2,77,92,0.263,0.373,0.444,0.818,196,17,3,1,4,1,"Hanshin Tigers",2017
12,"Shungo Fukunaga*",23,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Hanshin Tigers",2017
13,"Fumihito Haraguchi",25,73,216,186,16,42,12,0,6,25,0,0,22,36,0.226,0.321,0.387,0.708,72,10,5,1,2,0,"Hanshin Tigers",2017
14,"Fumiya Hojo",22,83,252,219,26,46,7,2,3,20,0,0,23,42,0.21,0.286,0.301,0.587,66,4,1,7,2,0,"Hanshin Tigers",2017
15,"Yutaro Itayama*",23,3,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,"Hanshin Tigers",2017
16,"Hayata Ito*",28,73,73,69,9,18,2,0,2,9,0,1,4,16,0.261,0.301,0.377,0.678,26,1,0,0,0,0,"Hanshin Tigers",2017
17,"Kento Itohara*",24,66,193,162,18,42,13,0,1,24,1,0,23,26,0.259,0.362,0.358,0.72,58,1,3,5,0,0,"Hanshin Tigers",2017
18,"Yoshio Itoi*",35,114,493,427,60,124,16,0,17,62,21,6,59,62,0.29,0.381,0.447,0.829,191,12,5,0,2,0,"Hanshin Tigers",2017
19,"Yuta Iwasada*",25,18,27,22,2,2,0,0,0,0,0,0,0,11,0.091,0.091,0.091,0.182,2,0,0,5,0,0,"Hanshin Tigers",2017
20,"Minoru Iwata*",33,10,21,19,2,1,0,0,0,0,0,0,2,9,0.053,0.143,0.053,0.195,1,0,0,0,0,0,"Hanshin Tigers",2017
21,"Keisuke Kano",34,5,5,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,"Hanshin Tigers",2017
22,"Yamato Maeda",29,100,252,232,25,65,6,0,1,16,2,3,18,37,0.28,0.331,0.319,0.65,74,5,0,1,1,0,"Hanshin Tigers",2017
23,"Ryoma Matsuda",23,26,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"Hanshin Tigers",2017
24,"Luis Mendoza",33,4,6,5,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,"Hanshin Tigers",2017
25,"Randy Messenger",35,22,50,44,3,6,1,0,1,2,0,0,0,17,0.136,0.136,0.227,0.364,10,0,0,6,0,0,"Hanshin Tigers",2017
26,"Yuto Morikoshi",28,29,27,23,3,3,2,0,0,1,0,0,2,10,0.13,0.2,0.217,0.417,5,1,0,2,0,0,"Hanshin Tigers",2017
27,"Masahiro Nakatani",24,133,455,411,64,99,21,1,20,61,2,1,36,96,0.241,0.308,0.443,0.751,182,5,5,0,3,2,"Hanshin Tigers",2017
28,"Tsuyoshi Nishioka#",32,32,100,92,6,21,4,0,0,5,3,2,7,17,0.228,0.29,0.272,0.562,25,0,1,0,0,0,"Hanshin Tigers",2017
29,"Atsushi Nomi*",38,23,39,33,4,4,1,0,0,0,0,0,4,15,0.121,0.216,0.152,0.368,5,0,0,2,0,0,"Hanshin Tigers",2017
30,"Taichi Okazaki",34,34,54,41,4,8,0,0,2,5,0,0,5,12,0.195,0.298,0.341,0.639,14,0,1,7,0,1,"Hanshin Tigers",2017
31,"Taiki Ono",23,15,24,19,0,1,0,0,0,0,0,0,1,7,0.053,0.1,0.053,0.153,1,0,0,4,0,0,"Hanshin Tigers",2017
32,"Yusuke Oyama",22,75,221,198,25,47,10,2,7,38,2,2,18,41,0.237,0.309,0.414,0.723,82,4,3,1,1,0,"Hanshin Tigers",2017
33,"Jason Rogers",29,40,140,123,15,31,7,0,5,23,0,0,15,26,0.252,0.329,0.431,0.759,53,6,0,0,2,0,"Hanshin Tigers",2017
34,"Seishiro Sakamoto",23,42,132,113,13,28,5,0,2,17,0,0,15,32,0.248,0.341,0.345,0.686,39,1,1,3,0,1,"Hanshin Tigers",2017
35,"Shun Takayama*",24,103,353,328,40,82,15,3,6,24,6,3,21,77,0.25,0.3,0.369,0.669,121,3,3,0,1,0,"Hanshin Tigers",2017
36,"Takashi Toritani*",36,143,570,488,57,143,23,3,4,41,8,7,77,62,0.293,0.39,0.377,0.767,184,13,2,1,2,3,"Hanshin Tigers",2017
37,"Kai Ueda",21,13,22,18,5,5,0,0,0,0,1,1,1,6,0.278,0.316,0.278,0.594,5,0,0,3,0,0,"Hanshin Tigers",2017
38,"Hiroki Uemoto",30,125,488,409,57,116,20,1,9,38,16,1,50,71,0.284,0.366,0.403,0.769,165,7,4,23,2,0,"Hanshin Tigers",2017
39,"Ryutaro Umeno",26,112,340,282,22,58,9,2,2,33,1,0,24,63,0.206,0.275,0.273,0.548,77,3,4,27,3,2,"Hanshin Tigers",2017
40,"Naomasa Yokawa",25,12,19,18,1,3,0,0,1,1,0,0,1,8,0.167,0.211,0.333,0.544,6,0,0,0,0,0,"Hanshin Tigers",2017
41,"Yuya Yokoyama*",23,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Hanshin Tigers",2017
1,"Tomohiro Abe*",28,123,455,413,63,128,17,4,4,49,17,5,27,94,0.31,0.354,0.4,0.754,165,3,2,12,1,1,"Hiroshima Carp",2017
2,"Tsubasa Aizawa",29,106,329,287,35,79,15,0,6,35,0,0,22,45,0.275,0.339,0.39,0.729,112,12,7,10,3,1,"Hiroshima Carp",2017
3,"Soichiro Amaya*",33,56,45,37,6,7,1,0,0,2,1,0,3,17,0.189,0.268,0.216,0.485,8,0,1,4,0,0,"Hiroshima Carp",2017
4,"Takahiro Arai",40,100,288,243,36,71,14,0,9,48,2,0,40,56,0.292,0.389,0.461,0.85,112,7,1,0,4,0,"Hiroshima Carp",2017
5,"Xavier Batista",25,61,143,125,21,32,5,0,11,26,0,0,15,44,0.256,0.336,0.56,0.896,70,3,1,0,2,0,"Hiroshima Carp",2017
6,"Shota Dobayashi",25,44,54,46,4,10,1,0,1,11,0,0,5,13,0.217,0.278,0.304,0.582,14,0,0,0,3,0,"Hiroshima Carp",2017
7,"Brad Eldred",36,116,405,344,40,91,11,0,27,78,0,0,50,111,0.265,0.368,0.532,0.9,183,8,8,0,3,0,"Hiroshima Carp",2017
8,"Yuya Fukui",29,5,9,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,"Hiroshima Carp",2017
9,"Shohei Habu*",27,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Hiroshima Carp",2017
10,"Tetsuya Iida*",26,8,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Hiroshima Carp",2017
11,"Yoshiyuki Ishihara",37,77,167,147,11,30,4,0,1,12,1,0,10,33,0.204,0.252,0.252,0.503,37,8,0,8,2,0,"Hiroshima Carp",2017
12,"Yoshitaka Isomura",24,21,39,34,6,8,2,0,2,3,0,0,3,8,0.235,0.316,0.471,0.786,16,1,1,1,0,0,"Hiroshima Carp",2017
13,"Takahiro Iwamoto*",31,33,50,48,5,18,4,0,1,13,0,0,1,15,0.375,0.388,0.521,0.909,25,2,0,1,0,0,"Hiroshima Carp",2017
14,"Kris Johnson*",32,13,26,24,1,3,0,0,0,0,0,0,0,12,0.125,0.125,0.125,0.25,3,0,0,2,0,0,"Hiroshima Carp",2017
15,"Takuya Kato",22,7,11,10,0,0,0,0,0,0,0,0,1,8,0,0.091,0,0.091,0,1,0,0,0,0,"Hiroshima Carp",2017
16,"Ryosuke Kikuchi",27,138,629,565,87,153,28,3,14,56,8,7,32,107,0.271,0.311,0.405,0.716,229,9,1,30,1,0,"Hiroshima Carp",2017
17,"Tetsuya Kokubo",32,26,65,57,3,10,0,1,0,8,1,0,6,13,0.175,0.254,0.211,0.464,12,3,0,2,0,0,"Hiroshima Carp",2017
18,"Aren Kuri",25,35,30,25,1,1,0,0,0,0,0,0,2,15,0.04,0.111,0.04,0.151,1,0,0,3,0,0,"Hiroshima Carp",2017
19,"Yoshihiro Maru*",28,143,651,556,109,171,35,3,23,92,13,3,83,113,0.308,0.398,0.505,0.903,281,6,4,2,6,0,"Hiroshima Carp",2017
20,"Ryuhei Matsuyama*",31,120,387,350,39,114,23,4,14,77,0,0,31,45,0.326,0.375,0.534,0.909,187,8,0,0,6,0,"Hiroshima Carp",2017
21,"Alejandro Mejia",24,9,15,14,0,3,0,0,0,1,0,0,1,4,0.214,0.267,0.214,0.481,3,0,0,0,0,0,"Hiroshima Carp",2017
22,"Yuta Nakamura",21,15,23,20,0,3,0,0,0,1,0,0,0,4,0.15,0.15,0.15,0.3,3,0,0,3,0,0,"Hiroshima Carp",2017
23,"Ryoma Nishikawa*",22,95,220,204,23,56,10,2,5,27,4,1,10,35,0.275,0.309,0.417,0.725,85,4,1,3,2,0,"Hiroshima Carp",2017
24,"Takayoshi Noma*",24,98,85,74,34,14,1,0,0,2,10,5,7,13,0.189,0.259,0.203,0.462,15,1,0,4,0,0,"Hiroshima Carp",2017
25,"Yusuke Nomura",28,25,52,41,2,5,0,0,0,2,0,0,2,18,0.122,0.163,0.122,0.285,5,0,0,9,0,0,"Hiroshima Carp",2017
26,"Akitake Okada*",23,24,52,47,1,6,2,0,0,8,0,0,1,24,0.128,0.146,0.17,0.316,8,2,0,4,0,0,"Hiroshima Carp",2017
27,"Daichi Osera",26,24,51,44,1,6,1,0,0,0,0,0,2,21,0.136,0.191,0.159,0.351,7,0,1,4,0,0,"Hiroshima Carp",2017
28,"Ramiro Pena#",31,22,39,37,2,8,1,0,0,2,0,0,2,10,0.216,0.256,0.243,0.5,9,0,0,0,0,0,"Hiroshima Carp",2017
29,"Shogo Sakakura*",19,3,4,4,0,1,0,0,0,2,0,0,0,0,0.25,0.25,0.25,0.5,1,0,0,0,0,0,"Hiroshima Carp",2017
30,"Ko Shimozuru",29,9,9,9,1,1,1,0,0,0,0,0,0,2,0.111,0.111,0.222,0.333,2,0,0,0,0,0,"Hiroshima Carp",2017
31,"Yuta Shirahama",31,3,5,5,0,2,1,0,0,0,1,0,0,2,0.4,0.4,0.6,1,3,0,0,0,0,0,"Hiroshima Carp",2017
32,"Hayato Shoji*",26,6,6,3,1,1,0,0,0,0,0,0,1,1,0.333,0.5,0.333,0.833,1,0,0,2,0,0,"Hiroshima Carp",2017
33,"Seiya Suzuki",22,115,512,437,85,131,28,1,26,90,16,6,62,80,0.3,0.389,0.547,0.936,239,12,6,0,7,0,"Hiroshima Carp",2017
34,"Mikiya Takahashi*",20,10,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Hiroshima Carp",2017
35,"Kosuke Tanaka*",27,143,679,565,105,164,32,5,8,60,35,13,89,120,0.29,0.398,0.407,0.805,230,5,15,6,4,2,"Hiroshima Carp",2017
36,"Takaya Toda*",24,3,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Hiroshima Carp",2017
37,"Hiroki Tokoda*",22,3,6,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Hiroshima Carp",2017
38,"Takashi Uemoto",26,37,10,8,12,1,0,0,0,0,3,0,2,3,0.125,0.3,0.125,0.425,1,0,0,0,0,0,"Hiroshima Carp",2017
39,"Kazuki Yabuta",24,38,34,28,2,1,0,0,0,0,0,0,1,20,0.036,0.069,0.036,0.105,1,0,0,5,0,0,"Hiroshima Carp",2017
1,"Takahiro Araki",29,91,212,188,22,39,8,2,6,25,2,0,14,30,0.207,0.273,0.367,0.64,69,7,3,7,0,0,"Yakult Swallows",2017
2,"Wladimir Balentien",32,125,519,445,60,113,14,1,32,80,0,1,70,112,0.254,0.358,0.506,0.864,225,18,3,0,1,0,"Yakult Swallows",2017
3,"David Buchanan",28,25,47,41,2,4,1,0,0,0,0,0,2,24,0.098,0.14,0.122,0.261,5,1,0,4,0,0,"Yakult Swallows",2017
4,"Aoi Enomoto*",24,9,8,7,3,1,0,0,0,0,0,0,1,4,0.143,0.25,0.143,0.393,1,0,0,0,0,0,"Yakult Swallows",2017
5,"Ryota Fujii*",28,97,309,292,20,75,3,0,2,12,5,3,9,56,0.257,0.281,0.288,0.568,84,6,1,6,1,0,"Yakult Swallows",2017
6,"Dean Green*",28,25,81,72,5,14,2,0,2,8,0,0,7,17,0.194,0.284,0.306,0.59,22,2,2,0,0,0,"Yakult Swallows",2017
7,"Preston Guilmet",29,28,10,7,1,1,0,0,0,0,0,0,0,5,0.143,0.143,0.143,0.286,1,0,0,3,0,0,"Yakult Swallows",2017
8,"Juri Hara",23,26,36,33,2,7,1,0,0,1,0,0,0,12,0.212,0.212,0.242,0.455,8,0,0,3,0,0,"Yakult Swallows",2017
9,"Kazuhiro Hatakeyama",34,15,62,52,6,11,3,0,2,4,0,0,8,13,0.212,0.339,0.385,0.723,20,2,2,0,0,0,"Yakult Swallows",2017
10,"Taishi Hirooka",20,11,31,28,6,7,1,0,0,1,0,0,2,11,0.25,0.323,0.286,0.608,8,1,1,0,0,0,"Yakult Swallows",2017
11,"Wataru Hiyane",30,35,24,23,5,5,1,0,0,0,0,1,1,8,0.217,0.25,0.261,0.511,6,0,0,0,0,0,"Yakult Swallows",2017
12,"Tomoya Hoshi",23,24,31,27,0,2,0,0,0,0,0,0,0,22,0.074,0.074,0.074,0.148,2,0,0,4,0,0,"Yakult Swallows",2017
13,"Yasushi Iihara",34,17,18,16,2,3,0,0,0,0,0,0,2,2,0.188,0.278,0.188,0.465,3,0,0,0,0,0,"Yakult Swallows",2017
14,"Takahiro Imanami*",32,7,17,15,1,4,1,1,0,2,0,0,1,0,0.267,0.313,0.467,0.779,7,0,0,1,0,0,"Yakult Swallows",2017
15,"Suguru Ino",33,7,13,12,3,2,0,0,0,1,0,0,0,2,0.167,0.167,0.167,0.333,2,0,0,1,0,0,"Yakult Swallows",2017
16,"Masanori Ishikawa*",37,23,36,29,0,1,0,0,0,2,0,0,0,11,0.034,0.034,0.034,0.069,1,0,0,7,0,0,"Yakult Swallows",2017
17,"Keiji Iwahashi*",26,2,3,3,0,1,0,0,0,0,0,0,0,2,0.333,0.333,0.333,0.667,1,0,0,0,0,0,"Yakult Swallows",2017
18,"Masayoshi Miwa*",33,16,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"Yakult Swallows",2017
19,"Yuhei Nakamura",27,127,486,419,42,102,14,4,4,34,2,1,42,65,0.243,0.324,0.325,0.649,136,14,10,11,4,0,"Yakult Swallows",2017
20,"Yoshihisa Naruse*",31,12,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,"Yakult Swallows",2017
21,"Akihisa Nishida",25,37,86,73,4,10,3,0,1,7,1,0,11,20,0.137,0.256,0.219,0.475,16,2,1,0,1,0,"Yakult Swallows",2017
22,"Naomichi Nishiura",26,72,171,144,9,30,6,0,0,8,3,0,16,31,0.208,0.288,0.25,0.538,36,5,1,8,2,1,"Yakult Swallows",2017
23,"Keiji Obiki",33,80,311,273,25,62,11,0,5,29,3,0,27,43,0.227,0.299,0.322,0.621,88,8,1,10,0,0,"Yakult Swallows",2017
24,"Yasuhiro Ogawa",27,22,46,38,2,4,0,0,0,2,0,0,2,20,0.105,0.15,0.105,0.255,4,0,0,6,0,0,"Yakult Swallows",2017
25,"Ross Ohlendorf",34,4,6,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,"Yakult Swallows",2017
26,"Nobuyuki Okumura*",22,44,125,113,12,27,4,0,0,5,1,1,9,33,0.239,0.298,0.274,0.573,31,3,1,1,1,0,"Yakult Swallows",2017
27,"Shoitsu Omatsu*",35,94,143,130,5,21,3,0,3,16,0,0,13,27,0.162,0.238,0.254,0.492,33,5,0,0,0,0,"Yakult Swallows",2017
28,"Carlos Rivero",29,54,208,200,12,43,10,0,6,21,0,0,7,52,0.215,0.24,0.355,0.595,71,5,0,0,1,0,"Yakult Swallows",2017
29,"Tomotaka Sakaguchi*",32,136,607,535,51,155,16,2,4,38,4,3,59,76,0.29,0.364,0.35,0.713,187,6,5,5,3,2,"Yakult Swallows",2017
30,"Yoshinori Sato*",27,10,16,15,1,1,0,0,0,0,0,0,0,8,0.067,0.067,0.067,0.133,1,0,0,1,0,0,"Yakult Swallows",2017
31,"Yuhei Takai*",33,71,300,281,29,86,21,0,2,32,2,3,12,42,0.306,0.343,0.402,0.745,113,5,5,0,2,0,"Yakult Swallows",2017
32,"Shinichi Takeuchi*",33,66,102,93,4,19,0,0,0,5,0,1,8,15,0.204,0.267,0.204,0.472,19,4,0,1,0,1,"Yakult Swallows",2017
33,"Shohei Tateyama",36,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yakult Swallows",2017
34,"Naruki Terashima*",18,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Yakult Swallows",2017
35,"Tsuyoshi Ueda*",28,100,188,167,18,39,1,5,0,11,6,3,8,26,0.234,0.272,0.299,0.572,50,0,2,8,3,0,"Yakult Swallows",2017
36,"Atsushi Ugumori",30,45,91,86,6,18,5,1,1,7,1,0,5,15,0.209,0.253,0.326,0.578,28,1,0,0,0,0,"Yakult Swallows",2017
37,"Yugo Umeno",18,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Yakult Swallows",2017
38,"Daiki Watanabe",20,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Yakult Swallows",2017
39,"Ryota Yachi",26,42,104,91,6,18,2,0,0,7,0,0,9,19,0.198,0.27,0.22,0.49,20,3,0,4,0,0,"Yakult Swallows",2017
