"Rk","Name","Age","G","PA","AB","R","H","2B","3B","HR","RBI","SB","CS","BB","SO","BA","OBP","SLG","OPS","TB","GDP","HBP","SH","SF","IBB","Team","Year"
20,"Kenji Sato*",26,16,29,28,3,6,1,0,0,5,0,0,1,14,0.214,0.241,0.25,0.491,7,0,0,0,0,0,"Hokkaido Nippon Ham Fighters",2015
21,"Yushi Shimizu",19,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Hokkaido Nippon Ham Fighters",2015
22,"Kenshi Sugiya#",24,84,192,166,25,49,5,2,1,12,8,7,9,28,0.295,0.355,0.367,0.723,61,1,7,9,1,0,"Hokkaido Nippon Ham Fighters",2015
23,"Yuto Takahama",18,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hokkaido Nippon Ham Fighters",2015
24,"Kensuke Tanaka*",34,134,596,532,62,151,20,2,4,66,9,3,57,58,0.284,0.354,0.352,0.705,187,9,1,5,1,0,"Hokkaido Nippon Ham Fighters",2015
25,"Yuya Taniguchi*",23,48,124,107,15,26,5,0,2,10,5,2,14,25,0.243,0.325,0.346,0.671,37,3,0,1,2,0,"Hokkaido Nippon Ham Fighters",2015
26,"Atsushi Ugumori",28,3,3,2,1,0,0,0,0,0,0,0,1,1,0,0.333,0,0.333,0,0,0,0,0,0,"Hokkaido Nippon Ham Fighters",2015
27,"Hiroshi Urano",25,12,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,"Hokkaido Nippon Ham Fighters",2015
28,"Naoyuki Uwasawa",21,13,5,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,"Hokkaido Nippon Ham Fighters",2015
29,"Ryo Watanabe",20,9,13,13,0,2,0,0,0,0,0,0,0,4,0.154,0.154,0.154,0.308,2,0,0,0,0,0,"Hokkaido Nippon Ham Fighters",2015
30,"Dai-Kang Yang",28,86,381,352,47,91,10,2,7,36,14,2,21,93,0.259,0.306,0.358,0.664,126,4,4,2,2,1,"Hokkaido Nippon Ham Fighters",2015
31,"Kenji Yano",34,40,84,76,5,15,4,0,1,5,0,0,4,10,0.197,0.274,0.289,0.563,22,3,4,0,0,0,"Hokkaido Nippon Ham Fighters",2015
32,"Mitsuo Yoshikawa*",27,26,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hokkaido Nippon Ham Fighters",2015
1,"Ryoichi Adachi",27,139,593,506,57,121,16,3,11,55,16,15,48,68,0.239,0.31,0.348,0.658,176,11,6,29,4,0,"Orix Buffaloes",2015
2,"Tony Blanco",33,52,189,165,13,32,1,0,9,24,0,0,21,53,0.194,0.286,0.364,0.649,60,2,1,0,2,1,"Orix Buffaloes",2015
3,"Francisco Caraballo",31,64,247,222,26,56,9,0,12,35,0,1,17,63,0.252,0.316,0.455,0.771,101,3,5,0,3,0,"Orix Buffaloes",2015
4,"Brandon Dickson",30,20,5,4,1,1,0,0,0,0,0,0,0,1,0.25,0.25,0.25,0.5,1,0,0,1,0,0,"Orix Buffaloes",2015
5,"Torai Fusimi",25,20,26,22,2,6,1,0,0,0,0,0,1,6,0.273,0.333,0.318,0.652,7,1,1,2,0,0,"Orix Buffaloes",2015
6,"Esteban German",37,73,245,221,31,59,8,1,1,15,17,2,24,40,0.267,0.339,0.326,0.665,72,7,0,0,0,0,"Orix Buffaloes",2015
7,"Shunta Goto*",22,135,382,334,31,78,8,2,2,31,8,9,24,69,0.234,0.294,0.287,0.582,96,4,6,15,3,0,"Orix Buffaloes",2015
8,"Takuya Hara*",31,92,148,135,14,23,2,0,2,8,1,0,10,34,0.17,0.233,0.23,0.463,31,1,1,2,0,0,"Orix Buffaloes",2015
9,"Keiichi Hirano*",36,29,123,107,12,28,4,0,0,5,1,0,11,11,0.262,0.333,0.299,0.632,32,1,1,3,1,1,"Orix Buffaloes",2015
10,"Hikaru Ito",26,104,290,247,20,67,9,1,1,28,0,1,29,53,0.271,0.348,0.328,0.676,81,4,1,11,2,1,"Orix Buffaloes",2015
11,"Yoshio Itoi*",33,132,565,484,61,127,22,0,17,68,11,4,72,78,0.262,0.366,0.413,0.78,200,10,8,0,1,2,"Orix Buffaloes",2015
12,"Kyohei Iwasaki*",29,35,113,96,13,27,2,0,4,8,2,2,8,23,0.281,0.343,0.427,0.77,41,0,1,8,0,0,"Orix Buffaloes",2015
13,"Chihiro Kaneko*",31,16,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,"Orix Buffaloes",2015
14,"Takayoshi Kawabata",30,56,141,134,9,32,4,2,0,7,1,0,5,17,0.239,0.27,0.299,0.568,40,3,1,0,1,0,"Orix Buffaloes",2015
15,"Shuhei Kojima*",28,41,52,47,8,8,2,0,0,6,3,3,4,12,0.17,0.235,0.213,0.448,10,1,0,1,0,0,"Orix Buffaloes",2015
16,"Eiichi Koyano",34,56,206,183,19,54,9,0,4,22,0,1,13,22,0.295,0.348,0.41,0.758,75,7,3,5,2,1,"Orix Buffaloes",2015
17,"Takahiro Matsuba*",24,18,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"Orix Buffaloes",2015
18,"Yuki Miyazaki",28,43,148,131,13,33,4,1,0,14,3,4,13,25,0.252,0.324,0.298,0.622,39,3,1,3,0,0,"Orix Buffaloes",2015
19,"Hiroyuki Nakajima",32,117,483,417,43,100,19,0,10,46,1,2,53,93,0.24,0.342,0.357,0.699,149,10,12,0,1,1,"Orix Buffaloes",2015
20,"Issei Nakamura",33,67,38,35,6,7,3,0,0,5,2,6,0,8,0.2,0.2,0.286,0.486,10,0,0,3,0,0,"Orix Buffaloes",2015
21,"Yuki Nishi",24,24,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Orix Buffaloes",2015
22,"Masahiro Nishino*",24,57,213,191,31,58,6,2,3,22,9,2,18,25,0.304,0.37,0.403,0.773,77,0,2,2,0,0,"Orix Buffaloes",2015
23,"Yuya Oda*",25,31,97,89,14,29,4,1,2,6,6,1,4,23,0.326,0.362,0.461,0.822,41,1,1,3,0,0,"Orix Buffaloes",2015
24,"Takahiro Okada*",27,105,416,389,44,109,19,2,11,51,2,0,17,80,0.28,0.317,0.424,0.741,165,9,6,0,4,0,"Orix Buffaloes",2015
25,"Tomotaka Sakaguchi*",30,36,121,107,8,28,7,0,1,5,1,0,12,18,0.262,0.333,0.355,0.688,38,1,0,1,1,0,"Orix Buffaloes",2015
26,"Takuya Shimada",28,80,152,133,17,30,10,1,2,16,3,0,12,30,0.226,0.288,0.361,0.649,48,1,0,6,1,0,"Orix Buffaloes",2015
27,"Kengo Takeda",21,9,16,14,0,1,0,0,0,0,0,0,1,4,0.071,0.133,0.071,0.205,1,0,0,1,0,0,"Orix Buffaloes",2015
28,"Naotaka Takehara",35,41,88,75,9,20,8,0,2,13,0,0,12,14,0.267,0.375,0.453,0.828,34,2,1,0,0,0,"Orix Buffaloes",2015
29,"Daisuke Tanaka",30,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Orix Buffaloes",2015
30,"Yoshitomo Tani",42,11,32,27,5,5,1,0,0,3,0,0,4,2,0.185,0.313,0.222,0.535,6,0,1,0,0,0,"Orix Buffaloes",2015
31,"Daiki Tomei",26,25,4,4,0,1,0,0,0,0,0,0,0,3,0.25,0.25,0.25,0.5,1,0,0,0,0,0,"Orix Buffaloes",2015
32,"Teppei Tsuchiya*",32,13,22,22,0,3,1,0,0,1,0,0,0,2,0.136,0.136,0.182,0.318,4,1,0,0,0,0,"Orix Buffaloes",2015
33,"Yuki Tsutsumi*",21,6,5,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,"Orix Buffaloes",2015
34,"Kenya Wakatsuki",19,5,11,11,0,1,0,0,0,0,0,0,0,2,0.091,0.091,0.091,0.182,1,1,0,0,0,0,"Orix Buffaloes",2015
35,"Kazunao Yamamoto",28,3,8,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,"Orix Buffaloes",2015
36,"Sachiya Yamasaki*",22,17,3,3,0,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667,1,0,0,0,0,0,"Orix Buffaloes",2015
37,"Katsuki Yamazaki",32,79,188,147,12,30,5,0,0,14,1,1,13,31,0.204,0.302,0.238,0.54,35,2,8,19,1,0,"Orix Buffaloes",2015
38,"Kazumasa Yoshida*",25,14,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Orix Buffaloes",2015
1,"Shogo Akiyama*",27,143,675,602,108,216,36,10,14,55,17,17,60,78,0.359,0.419,0.522,0.941,314,6,4,7,2,2,"Saitama Seibu Lions",2015
2,"Hideto Asamura",24,141,627,537,88,145,19,2,13,81,12,9,69,136,0.27,0.362,0.385,0.747,207,13,12,2,7,0,"Saitama Seibu Lions",2015
3,"Yuji Kaneko#",25,57,176,156,22,35,4,3,1,6,11,7,10,43,0.224,0.271,0.308,0.579,48,0,0,10,0,0,"Saitama Seibu Lions",2015
4,"Yusei Kikuchi*",24,23,4,4,0,1,1,0,0,0,0,0,0,2,0.25,0.25,0.5,0.75,2,0,0,0,0,0,"Saitama Seibu Lions",2015
5,"Fumikazu Kimura",26,49,92,82,12,16,4,1,5,12,1,0,4,28,0.195,0.25,0.451,0.701,37,0,2,4,0,0,"Saitama Seibu Lions",2015
6,"Takayuki Kishi",30,16,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Saitama Seibu Lions",2015
7,"Masato Kumashiro",26,38,41,36,3,4,0,0,0,3,1,0,3,6,0.111,0.175,0.111,0.286,4,0,0,1,1,0,"Saitama Seibu Lions",2015
8,"Chun-Lin Kuo",23,21,3,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,"Saitama Seibu Lions",2015
9,"Takumi Kuriyama*",31,142,622,533,66,143,25,0,10,42,3,1,72,88,0.268,0.358,0.371,0.73,198,15,5,8,4,0,"Saitama Seibu Lions",2015
10,"Kazuhisa Makita",30,34,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"Saitama Seibu Lions",2015
11,"Ernesto Mejia",29,135,525,473,52,111,31,0,27,89,0,0,45,153,0.235,0.307,0.471,0.778,223,14,5,0,2,1,"Saitama Seibu Lions",2015
12,"Tomoya Mori*",19,138,530,474,51,136,33,1,17,68,0,4,44,143,0.287,0.357,0.468,0.825,222,5,9,0,3,3,"Saitama Seibu Lions",2015
13,"Hichori Morimoto",34,12,15,12,0,0,0,0,0,0,0,0,2,3,0,0.143,0,0.143,0,0,0,1,0,0,"Saitama Seibu Lions",2015
14,"Kyohei Nagae*",22,54,30,22,6,4,0,1,0,4,0,0,1,13,0.182,0.28,0.273,0.553,6,0,2,5,0,0,"Saitama Seibu Lions",2015
15,"Takeya Nakamura",31,139,599,521,82,145,35,0,37,124,1,0,68,172,0.278,0.367,0.559,0.926,291,12,7,0,3,4,"Saitama Seibu Lions",2015
16,"Shota Nakata",25,8,12,9,0,0,0,0,0,0,0,0,2,5,0,0.182,0,0.182,0,0,0,1,0,0,"Saitama Seibu Lions",2015
17,"Fumiya Nishiguchi",42,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Saitama Seibu Lions",2015
18,"Ryoma Nogami",28,27,6,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,"Saitama Seibu Lions",2015
19,"Masatoshi Okada",26,36,54,50,3,12,0,0,1,5,0,0,3,10,0.24,0.283,0.3,0.583,15,1,0,1,0,0,"Saitama Seibu Lions",2015
20,"Yuji Onizaki*",32,59,124,107,9,21,5,0,0,6,1,0,10,23,0.196,0.263,0.243,0.506,26,1,0,6,1,0,"Saitama Seibu Lions",2015
21,"Yutaro Osaki*",30,47,85,73,2,16,3,0,1,9,0,0,5,16,0.219,0.277,0.301,0.578,22,0,2,2,3,1,"Saitama Seibu Lions",2015
22,"Shogo Saito*",26,103,112,96,19,25,5,0,2,5,4,2,5,35,0.26,0.324,0.375,0.699,36,1,4,7,0,0,"Saitama Seibu Lions",2015
23,"Ryo Sakata*",28,15,42,41,0,6,2,0,0,1,0,0,1,10,0.146,0.167,0.195,0.362,8,1,0,0,0,0,"Saitama Seibu Lions",2015
24,"Anthony Seratelli#",32,33,74,60,8,11,1,1,0,6,1,0,12,21,0.183,0.329,0.233,0.562,14,1,1,1,0,0,"Saitama Seibu Lions",2015
25,"Ginjiro Sumitani",27,133,443,399,31,84,16,0,4,35,0,0,16,87,0.211,0.247,0.281,0.528,112,7,4,22,2,0,"Saitama Seibu Lions",2015
26,"Shotaro Tashiro*",25,7,7,7,0,1,0,0,0,0,0,1,0,4,0.143,0.143,0.143,0.286,1,0,0,0,0,0,"Saitama Seibu Lions",2015
27,"Ken Togame",27,26,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,"Saitama Seibu Lions",2015
28,"Shuta Tonosaki",22,43,110,97,16,18,3,0,1,4,9,1,6,30,0.186,0.24,0.247,0.488,24,1,1,6,0,0,"Saitama Seibu Lions",2015
29,"Tatsuyuki Uemoto*",34,6,14,13,1,2,0,0,0,1,0,0,1,2,0.154,0.214,0.154,0.368,2,1,0,0,0,0,"Saitama Seibu Lions",2015
30,"Ryota Wakiya*",33,118,272,235,32,69,13,1,3,22,4,2,27,47,0.294,0.367,0.396,0.763,93,3,1,8,1,0,"Saitama Seibu Lions",2015
31,"Naoto Watanabe",34,83,188,158,20,43,7,1,0,23,1,0,14,26,0.272,0.348,0.329,0.677,52,2,5,10,1,0,"Saitama Seibu Lions",2015
32,"Hotaka Yamakawa",23,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,2,1,0,0,0,0,0,"Saitama Seibu Lions",2015
33,"Tomohito Yoneno",33,2,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Saitama Seibu Lions",2015
1,"Toshihito Abe*",26,66,110,102,10,20,2,1,0,5,6,4,2,21,0.196,0.219,0.235,0.454,24,1,1,5,0,0,"Tohoku Rakuten Golden Eagles",2015
2,"Ginji Akaminai*",27,82,354,316,24,95,10,1,1,36,8,3,30,19,0.301,0.359,0.348,0.707,110,5,1,3,4,1,"Tohoku Rakuten Golden Eagles",2015
3,"Aoi Enomoto*",22,15,19,18,3,1,0,0,0,0,0,0,1,5,0.056,0.105,0.056,0.161,1,0,0,0,0,0,"Tohoku Rakuten Golden Eagles",2015
4,"Luciano Fernando",23,39,84,78,3,15,2,0,1,7,0,0,6,25,0.192,0.25,0.256,0.506,20,4,0,0,0,0,"Tohoku Rakuten Golden Eagles",2015
5,"Kazuya Fujita*",32,111,451,392,38,106,14,1,5,43,8,3,28,30,0.27,0.326,0.349,0.676,137,3,8,16,7,2,"Tohoku Rakuten Golden Eagles",2015
6,"Masayoshi Fukuda",23,67,210,185,20,40,7,0,1,12,5,8,13,45,0.216,0.277,0.27,0.547,50,2,3,8,1,0,"Tohoku Rakuten Golden Eagles",2015
7,"Mitsutaka Goto*",36,117,444,413,31,98,18,0,9,42,13,8,12,48,0.237,0.265,0.346,0.611,143,8,5,10,4,0,"Tohoku Rakuten Golden Eagles",2015
8,"Ryo Hijirisawa*",29,86,288,258,26,65,12,2,0,12,15,5,23,68,0.252,0.317,0.314,0.631,81,4,2,4,1,0,"Tohoku Rakuten Golden Eagles",2015
9,"Tadashi Ishimine*",30,54,149,133,13,32,5,0,3,14,0,1,12,36,0.241,0.308,0.346,0.654,46,2,1,3,0,0,"Tohoku Rakuten Golden Eagles",2015
10,"Ryota Ito*",25,8,23,22,2,6,1,0,2,2,1,0,0,5,0.273,0.304,0.591,0.895,13,1,1,0,0,0,"Tohoku Rakuten Golden Eagles",2015
11,"Tatsuro Iwasaki",30,44,42,38,5,10,1,0,0,6,0,0,2,12,0.263,0.3,0.289,0.589,11,0,0,2,0,0,"Tohoku Rakuten Golden Eagles",2015
12,"Wataru Karashima*",24,14,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Tohoku Rakuten Golden Eagles",2015
13,"Yasunori Kikuchi*",25,18,5,4,0,1,0,0,0,0,0,0,0,1,0.25,0.25,0.25,0.5,1,1,0,1,0,0,"Tohoku Rakuten Golden Eagles",2015
14,"Rintaro Kitagawa*",22,31,86,79,8,17,3,0,0,4,3,1,6,19,0.215,0.267,0.253,0.521,20,2,0,0,1,0,"Tohoku Rakuten Golden Eagles",2015
15,"Yusuke Kosai*",32,17,47,43,2,6,1,0,0,2,0,0,3,14,0.14,0.191,0.163,0.354,7,2,0,0,1,0,"Tohoku Rakuten Golden Eagles",2015
16,"Shota Koseki",23,40,78,68,6,11,1,0,1,5,0,1,3,12,0.162,0.208,0.221,0.429,15,3,1,6,0,0,"Tohoku Rakuten Golden Eagles",2015
17,"Akihisa Makida",33,82,172,151,17,47,5,1,1,14,4,3,14,14,0.311,0.376,0.377,0.754,57,7,3,2,2,0,"Tohoku Rakuten Golden Eagles",2015
18,"Shintaro Masuda*",27,28,94,82,7,19,2,1,2,7,3,1,12,24,0.232,0.33,0.354,0.683,29,3,0,0,0,0,"Tohoku Rakuten Golden Eagles",2015
19,"Kazuo Matsui#",39,126,501,445,52,114,17,1,10,48,14,2,43,82,0.256,0.324,0.366,0.69,163,7,3,7,3,3,"Tohoku Rakuten Golden Eagles",2015
20,"Manabu Mima*",28,16,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,"Tohoku Rakuten Golden Eagles",2015
21,"Takumi Miyoshi",22,9,33,29,2,6,1,1,0,3,0,0,1,9,0.207,0.258,0.31,0.568,9,1,1,2,0,0,"Tohoku Rakuten Golden Eagles",2015
22,"Makoto Moriyama*",33,47,21,15,11,3,1,0,0,0,9,3,2,4,0.2,0.294,0.267,0.561,4,2,0,4,0,0,"Tohoku Rakuten Golden Eagles",2015
23,"Agustin Murillo",33,9,37,32,1,10,1,0,0,1,2,0,5,3,0.313,0.405,0.344,0.749,11,1,0,0,0,0,"Tohoku Rakuten Golden Eagles",2015
24,"Taishi Nakagawa",25,62,206,187,14,44,8,0,5,21,2,1,12,60,0.235,0.293,0.358,0.651,67,6,4,1,2,0,"Tohoku Rakuten Golden Eagles",2015
25,"Tetsuro Nishida",23,62,183,168,19,37,7,0,1,8,2,4,11,44,0.22,0.268,0.28,0.548,47,4,0,4,0,0,"Tohoku Rakuten Golden Eagles",2015
26,"Wataru Nishimura#",31,3,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0,0,0,"Tohoku Rakuten Golden Eagles",2015
27,"Takahiro Norimoto*",24,28,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"Tohoku Rakuten Golden Eagles",2015
28,"Takero Okajima*",25,41,155,137,13,23,5,2,1,13,7,2,12,15,0.168,0.232,0.255,0.487,35,0,0,4,2,0,"Tohoku Rakuten Golden Eagles",2015
29,"Keiji Oyama",34,6,6,5,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,"Tohoku Rakuten Golden Eagles",2015
30,"Wily Mo Pena",33,125,492,406,51,109,20,1,17,40,1,3,70,111,0.268,0.396,0.448,0.845,182,5,16,0,0,0,"Tohoku Rakuten Golden Eagles",2015
31,"Ken Ray",40,22,3,3,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"Tohoku Rakuten Golden Eagles",2015
32,"Gaby Sanchez",31,66,232,199,19,45,12,0,7,18,3,2,27,40,0.226,0.328,0.392,0.72,78,4,4,0,2,0,"Tohoku Rakuten Golden Eagles",2015
33,"Hiroaki Shimauchi*",25,25,81,74,6,15,2,3,0,6,5,1,4,6,0.203,0.241,0.311,0.551,23,0,0,2,1,0,"Tohoku Rakuten Golden Eagles",2015
34,"Takahiro Shiomi*",26,16,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Tohoku Rakuten Golden Eagles",2015
35,"Zelous Wheeler",28,91,313,274,28,70,12,0,14,50,1,0,30,63,0.255,0.339,0.453,0.791,124,6,6,0,3,0,"Tohoku Rakuten Golden Eagles",2015
36,"Koji Yamasaki",34,40,80,71,4,10,1,0,0,2,0,0,1,12,0.141,0.153,0.155,0.308,11,1,0,8,0,0,"Tohoku Rakuten Golden Eagles",2015
